2022-07-29 15:56:27.372 PDT,,,63718,"localhost:50922",62e4659b.f8e6,1,"",2022-07-29 15:56:27 PDT,,0,LOG,00000,"connection received: host=localhost port=50922",,,,,,,,,""
2022-07-29 15:56:27.381 PDT,"ceci","mimic",63718,"localhost:50922",62e4659b.f8e6,2,"authentication",2022-07-29 15:56:27 PDT,3/2109,0,LOG,00000,"connection authorized: user=ceci database=mimic application_name=dbt SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256, compression=off)",,,,,,,,,""
2022-07-29 15:56:27.384 PDT,"ceci","mimic",63718,"localhost:50922",62e4659b.f8e6,3,"idle",2022-07-29 15:56:27 PDT,3/2110,0,LOG,00000,"statement: BEGIN",,,,,,,,,"dbt"
2022-07-29 15:56:27.385 PDT,"ceci","mimic",63718,"localhost:50922",62e4659b.f8e6,4,"BEGIN",2022-07-29 15:56:27 PDT,3/2110,0,LOG,00000,"duration: 2.332 ms",,,,,,,,,"dbt"
2022-07-29 15:56:27.385 PDT,"ceci","mimic",63718,"localhost:50922",62e4659b.f8e6,5,"idle in transaction",2022-07-29 15:56:27 PDT,3/2110,0,LOG,00000,"statement: /* {""app"": ""dbt"", ""dbt_version"": ""1.1.1"", ""profile_name"": ""mimic"", ""target_name"": ""dev"", ""connection_name"": ""list_mimic""} */

    select distinct nspname from pg_namespace
  ",,,,,,,,,"dbt"
2022-07-29 15:56:27.388 PDT,"ceci","mimic",63718,"localhost:50922",62e4659b.f8e6,6,"SELECT",2022-07-29 15:56:27 PDT,3/2110,0,LOG,00000,"duration: 2.703 ms",,,,,,,,,"dbt"
2022-07-29 15:56:27.419 PDT,,,63720,"localhost:50924",62e4659b.f8e8,1,"",2022-07-29 15:56:27 PDT,,0,LOG,00000,"connection received: host=localhost port=50924",,,,,,,,,""
2022-07-29 15:56:27.424 PDT,"ceci","mimic",63720,"localhost:50924",62e4659b.f8e8,2,"authentication",2022-07-29 15:56:27 PDT,3/2111,0,LOG,00000,"connection authorized: user=ceci database=mimic application_name=dbt SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256, compression=off)",,,,,,,,,""
2022-07-29 15:56:27.425 PDT,"ceci","mimic",63720,"localhost:50924",62e4659b.f8e8,3,"idle",2022-07-29 15:56:27 PDT,3/2112,0,LOG,00000,"statement: BEGIN",,,,,,,,,"dbt"
2022-07-29 15:56:27.425 PDT,"ceci","mimic",63720,"localhost:50924",62e4659b.f8e8,4,"BEGIN",2022-07-29 15:56:27 PDT,3/2112,0,LOG,00000,"duration: 0.125 ms",,,,,,,,,"dbt"
2022-07-29 15:56:27.426 PDT,"ceci","mimic",63720,"localhost:50924",62e4659b.f8e8,5,"idle in transaction",2022-07-29 15:56:27 PDT,3/2112,0,LOG,00000,"statement: BEGIN",,,,,,,,,"dbt"
2022-07-29 15:56:27.426 PDT,"ceci","mimic",63720,"localhost:50924",62e4659b.f8e8,6,"BEGIN",2022-07-29 15:56:27 PDT,3/2112,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-29 15:56:27.426 PDT,"ceci","mimic",63720,"localhost:50924",62e4659b.f8e8,7,"BEGIN",2022-07-29 15:56:27 PDT,3/2112,0,LOG,00000,"duration: 0.095 ms",,,,,,,,,"dbt"
