2022-07-15 17:22:35.136 CST,,,1099,,62d131db.44b,1,,2022-07-15 17:22:35 CST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,""
2022-07-15 17:22:35.139 CST,,,1107,,62d131db.453,1,,2022-07-15 17:22:35 CST,,0,LOG,00000,"database system was shut down at 2022-07-15 17:22:02 CST",,,,,,,,,""
2022-07-15 17:22:35.148 CST,,,1099,,62d131db.44b,2,,2022-07-15 17:22:35 CST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,""
2022-07-15 17:23:45.049 CST,"postgres","postgres",2554,"127.0.0.1:54202",62d13221.9fa,1,"BEGIN",2022-07-15 17:23:45 CST,3/88,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:23:45.079 CST,"postgres","postgres",2555,"127.0.0.1:54204",62d13221.9fb,1,"BEGIN",2022-07-15 17:23:45 CST,3/90,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:23:45.097 CST,"postgres","postgres",2555,"127.0.0.1:54204",62d13221.9fb,2,"BEGIN",2022-07-15 17:23:45 CST,3/91,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:23:45.151 CST,"postgres","postgres",2560,"127.0.0.1:54206",62d13221.a00,1,"BEGIN",2022-07-15 17:23:45 CST,3/93,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:18.375 CST,"postgres","postgres",2603,"127.0.0.1:54208",62d13242.a2b,1,"BEGIN",2022-07-15 17:24:18 CST,3/96,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:18.481 CST,"postgres","postgres",2605,"127.0.0.1:54210",62d13242.a2d,1,"BEGIN",2022-07-15 17:24:18 CST,3/99,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:18.713 CST,"postgres","postgres",2606,"127.0.0.1:54212",62d13242.a2e,1,"BEGIN",2022-07-15 17:24:18 CST,3/102,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:21.125 CST,"postgres","postgres",2639,"127.0.0.1:54214",62d13245.a4f,1,"BEGIN",2022-07-15 17:24:21 CST,3/105,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:21.273 CST,"postgres","postgres",2640,"127.0.0.1:54216",62d13245.a50,1,"BEGIN",2022-07-15 17:24:21 CST,3/108,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:21.388 CST,"postgres","postgres",2641,"127.0.0.1:54218",62d13245.a51,1,"BEGIN",2022-07-15 17:24:21 CST,3/111,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:21.461 CST,"postgres","postgres",2642,"127.0.0.1:54220",62d13245.a52,1,"BEGIN",2022-07-15 17:24:21 CST,3/114,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:21.662 CST,"postgres","postgres",2643,"127.0.0.1:54222",62d13245.a53,1,"BEGIN",2022-07-15 17:24:21 CST,3/117,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:21.851 CST,"postgres","postgres",2644,"127.0.0.1:54224",62d13245.a54,1,"BEGIN",2022-07-15 17:24:21 CST,3/120,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:21.980 CST,"postgres","postgres",2645,"127.0.0.1:54228",62d13245.a55,1,"BEGIN",2022-07-15 17:24:21 CST,3/123,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:22.137 CST,"postgres","postgres",2646,"127.0.0.1:54230",62d13246.a56,1,"BEGIN",2022-07-15 17:24:22 CST,3/126,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:24.412 CST,"postgres","postgres",2660,"127.0.0.1:54232",62d13248.a64,1,"BEGIN",2022-07-15 17:24:24 CST,3/129,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:24.481 CST,"postgres","postgres",2661,"127.0.0.1:54234",62d13248.a65,1,"BEGIN",2022-07-15 17:24:24 CST,3/132,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:28.128 CST,"postgres","postgres",2678,"127.0.0.1:54236",62d1324c.a76,1,"BEGIN",2022-07-15 17:24:28 CST,3/135,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:32.836 CST,"postgres","postgres",2703,"127.0.0.1:54240",62d13250.a8f,1,"BEGIN",2022-07-15 17:24:32 CST,3/138,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-15 17:24:33.261 CST,"postgres","postgres",2704,"127.0.0.1:54242",62d13251.a90,1,"BEGIN",2022-07-15 17:24:33 CST,3/141,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
