2022-07-17 01:06:16.550 CST,"postgres","postgres",79483,"127.0.0.1:54452",62d2f008.1367b,1,"BEGIN",2022-07-17 01:06:16 CST,3/7072,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:16.584 CST,"postgres","postgres",79484,"127.0.0.1:54454",62d2f008.1367c,1,"BEGIN",2022-07-17 01:06:16 CST,3/7074,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:16.597 CST,"postgres","postgres",79484,"127.0.0.1:54454",62d2f008.1367c,2,"BEGIN",2022-07-17 01:06:16 CST,3/7075,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:16.652 CST,"postgres","postgres",79489,"127.0.0.1:54456",62d2f008.13681,1,"BEGIN",2022-07-17 01:06:16 CST,3/7077,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:50.829 CST,"postgres","postgres",79548,"127.0.0.1:54458",62d2f02a.136bc,1,"BEGIN",2022-07-17 01:06:50 CST,3/7080,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:50.925 CST,"postgres","postgres",79551,"127.0.0.1:54460",62d2f02a.136bf,1,"BEGIN",2022-07-17 01:06:50 CST,3/7083,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:51.149 CST,"postgres","postgres",79552,"127.0.0.1:54462",62d2f02b.136c0,1,"BEGIN",2022-07-17 01:06:51 CST,3/7086,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:53.702 CST,"postgres","postgres",79585,"127.0.0.1:54464",62d2f02d.136e1,1,"BEGIN",2022-07-17 01:06:53 CST,3/7089,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:53.852 CST,"postgres","postgres",79588,"127.0.0.1:54466",62d2f02d.136e4,1,"BEGIN",2022-07-17 01:06:53 CST,3/7092,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:53.977 CST,"postgres","postgres",79589,"127.0.0.1:54468",62d2f02d.136e5,1,"BEGIN",2022-07-17 01:06:53 CST,3/7095,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:54.057 CST,"postgres","postgres",79590,"127.0.0.1:54470",62d2f02e.136e6,1,"BEGIN",2022-07-17 01:06:54 CST,3/7098,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:54.252 CST,"postgres","postgres",79591,"127.0.0.1:54472",62d2f02e.136e7,1,"BEGIN",2022-07-17 01:06:54 CST,3/7101,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:54.445 CST,"postgres","postgres",79592,"127.0.0.1:54474",62d2f02e.136e8,1,"BEGIN",2022-07-17 01:06:54 CST,3/7104,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:54.591 CST,"postgres","postgres",79593,"127.0.0.1:54476",62d2f02e.136e9,1,"BEGIN",2022-07-17 01:06:54 CST,3/7107,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:54.754 CST,"postgres","postgres",79594,"127.0.0.1:54478",62d2f02e.136ea,1,"BEGIN",2022-07-17 01:06:54 CST,3/7110,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:57.081 CST,"postgres","postgres",79609,"127.0.0.1:54480",62d2f031.136f9,1,"BEGIN",2022-07-17 01:06:57 CST,3/7113,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:06:57.144 CST,"postgres","postgres",79610,"127.0.0.1:54484",62d2f031.136fa,1,"BEGIN",2022-07-17 01:06:57 CST,3/7116,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:00.729 CST,"postgres","postgres",79627,"127.0.0.1:54486",62d2f034.1370b,1,"BEGIN",2022-07-17 01:07:00 CST,3/7119,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:05.976 CST,"postgres","postgres",79654,"127.0.0.1:54488",62d2f039.13726,1,"BEGIN",2022-07-17 01:07:05 CST,3/7122,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:06.404 CST,"postgres","postgres",79655,"127.0.0.1:54490",62d2f03a.13727,1,"BEGIN",2022-07-17 01:07:06 CST,3/7125,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:10.436 CST,"postgres","postgres",79688,"127.0.0.1:54492",62d2f03e.13748,1,"BEGIN",2022-07-17 01:07:10 CST,3/7128,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:12.610 CST,"postgres","postgres",79763,"127.0.0.1:54494",62d2f040.13793,1,"BEGIN",2022-07-17 01:07:12 CST,3/7131,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:12.673 CST,"postgres","postgres",79764,"127.0.0.1:54496",62d2f040.13794,1,"BEGIN",2022-07-17 01:07:12 CST,3/7134,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:14.332 CST,"postgres","postgres",79782,"127.0.0.1:54498",62d2f042.137a6,1,"BEGIN",2022-07-17 01:07:14 CST,3/7137,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:14.883 CST,"postgres","postgres",79788,"127.0.0.1:54500",62d2f042.137ac,1,"BEGIN",2022-07-17 01:07:14 CST,3/7140,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:17.067 CST,"postgres","postgres",79845,"127.0.0.1:54502",62d2f045.137e5,1,"BEGIN",2022-07-17 01:07:17 CST,3/7143,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:18.917 CST,"postgres","postgres",79877,"127.0.0.1:54504",62d2f046.13805,1,"BEGIN",2022-07-17 01:07:18 CST,3/7146,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:19.195 CST,"postgres","postgres",79879,"127.0.0.1:54506",62d2f047.13807,1,"BEGIN",2022-07-17 01:07:19 CST,3/7149,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
2022-07-17 01:07:20.133 CST,"postgres","postgres",79886,"127.0.0.1:54508",62d2f048.1380e,1,"BEGIN",2022-07-17 01:07:20 CST,3/7152,0,WARNING,25001,"there is already a transaction in progress",,,,,,,,,"dbt"
